entry_id,period,effective_date,posting_date,debit_account,credit_account,amount_minor,amount,memo,vendor,customer,source_document_id,transaction_id,entry_type,category
JE-HAP-2026-04-1565,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,12011,120.11,usage overage block 2026-04,Datadog,,HAP-2026-04-1565,HAP-2026-04-1565,historical_ap,volume_opex
JE-HAP-2026-04-1566,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1800022,18000.22,premium support 2026-04,Hartford Insurance,,HAP-2026-04-1566,HAP-2026-04-1566,historical_ap,volume_opex
JE-HAP-2026-04-1567,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,3883,38.83,warehouse consumables 2026-04,Harbor Electric,,HAP-2026-04-1567,HAP-2026-04-1567,historical_ap,volume_opex
JE-HAP-2026-04-1568,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,3644,36.44,security monitoring hosts 2026-04,Freightline Logistics,,HAP-2026-04-1568,HAP-2026-04-1568,historical_ap,volume_opex
JE-HAP-2026-04-1569,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,7555,75.55,usage overage block 2026-04,Notion Labs,,HAP-2026-04-1569,HAP-2026-04-1569,historical_ap,volume_opex
JE-HAP-2026-04-1570,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1260066,12600.66,premium support 2026-04,Zoom Video,,HAP-2026-04-1570,HAP-2026-04-1570,historical_ap,volume_opex
JE-HAP-2026-04-1571,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,34727,347.27,warehouse consumables 2026-04,Helios Hardware Supply,,HAP-2026-04-1571,HAP-2026-04-1571,historical_ap,volume_opex
JE-HAP-2026-04-1572,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,13288,132.88,security monitoring hosts 2026-04,ADP,,HAP-2026-04-1572,HAP-2026-04-1572,historical_ap,volume_opex
JE-HAP-2026-04-1573,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,3949,39.49,warehouse consumables 2026-04,Zoom Video,,HAP-2026-04-1573,HAP-2026-04-1573,historical_ap,volume_opex
JE-HAP-2026-04-1574,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,3710,37.1,security monitoring hosts 2026-04,Helios Hardware Supply,,HAP-2026-04-1574,HAP-2026-04-1574,historical_ap,volume_opex
JE-HAP-2026-04-1575,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,7621,76.21,usage overage block 2026-04,ADP,,HAP-2026-04-1575,HAP-2026-04-1575,historical_ap,volume_opex
JE-HAP-2026-04-1576,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1260132,12601.32,premium support 2026-04,CleanRoom Janitorial,,HAP-2026-04-1576,HAP-2026-04-1576,historical_ap,volume_opex
JE-HAP-2026-04-1577,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,34793,347.93,warehouse consumables 2026-04,Adyen NV,,HAP-2026-04-1577,HAP-2026-04-1577,historical_ap,volume_opex
JE-HAP-2026-04-1578,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,13354,133.54,security monitoring hosts 2026-04,Carta,,HAP-2026-04-1578,HAP-2026-04-1578,historical_ap,volume_opex
JE-HAP-2026-04-1579,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,3165,31.65,usage overage block 2026-04,Acme Supplies,,HAP-2026-04-1579,HAP-2026-04-1579,historical_ap,volume_opex
JE-HAP-2026-04-1580,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,720176,7201.76,premium support 2026-04,Northline Fabrication,,HAP-2026-04-1580,HAP-2026-04-1580,historical_ap,volume_opex
JE-HAP-2026-04-1581,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,23287,232.87,warehouse consumables 2026-04,Slack Technologies,,HAP-2026-04-1581,HAP-2026-04-1581,historical_ap,volume_opex
JE-HAP-2026-04-1582,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,9798,97.98,security monitoring hosts 2026-04,Orbit Analytics,,HAP-2026-04-1582,HAP-2026-04-1582,historical_ap,volume_opex
JE-HAP-2026-04-1583,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,15209,152.09,usage overage block 2026-04,Lindholm & Ruiz LLP,,HAP-2026-04-1583,HAP-2026-04-1583,historical_ap,volume_opex
JE-HAP-2026-04-1584,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,180220,1802.2,premium support 2026-04,Lenovo,,HAP-2026-04-1584,HAP-2026-04-1584,historical_ap,volume_opex
JE-HAP-2026-04-1585,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,3231,32.31,usage overage block 2026-04,Orbit Analytics,,HAP-2026-04-1585,HAP-2026-04-1585,historical_ap,volume_opex
JE-HAP-2026-04-1586,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,720242,7202.42,premium support 2026-04,Lindholm & Ruiz LLP,,HAP-2026-04-1586,HAP-2026-04-1586,historical_ap,volume_opex
JE-HAP-2026-04-1587,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,23100,231.0,warehouse consumables 2026-04,Lenovo,,HAP-2026-04-1587,HAP-2026-04-1587,historical_ap,volume_opex
JE-HAP-2026-04-1588,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,9611,96.11,security monitoring hosts 2026-04,Snowflake,,HAP-2026-04-1588,HAP-2026-04-1588,historical_ap,volume_opex
JE-HAP-2026-04-1589,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,15022,150.22,usage overage block 2026-04,Atlassian,,HAP-2026-04-1589,HAP-2026-04-1589,historical_ap,volume_opex
JE-HAP-2026-04-1590,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,180033,1800.33,premium support 2026-04,Harbor Power & Light,,HAP-2026-04-1590,HAP-2026-04-1590,historical_ap,volume_opex
JE-HAP-2026-04-1591,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,11594,115.94,warehouse consumables 2026-04,WeWork Cambridge,,HAP-2026-04-1591,HAP-2026-04-1591,historical_ap,volume_opex
JE-HAP-2026-04-1592,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,6055,60.55,security monitoring hosts 2026-04,Kendall Square Parking,,HAP-2026-04-1592,HAP-2026-04-1592,historical_ap,volume_opex
JE-HAP-2026-04-1593,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,10566,105.66,usage overage block 2026-04,DocuSign,,HAP-2026-04-1593,HAP-2026-04-1593,historical_ap,volume_opex
JE-HAP-2026-04-1594,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1620077,16200.77,premium support 2026-04,Gusto Payroll,,HAP-2026-04-1594,HAP-2026-04-1594,historical_ap,volume_opex
JE-HAP-2026-04-1595,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,42438,424.38,warehouse consumables 2026-04,Acme Supplies LLC,,HAP-2026-04-1595,HAP-2026-04-1595,historical_ap,volume_opex
JE-HAP-2026-04-1596,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,2499,24.99,security monitoring hosts 2026-04,Office Depot,,HAP-2026-04-1596,HAP-2026-04-1596,historical_ap,volume_opex
JE-HAP-2026-04-1597,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,11660,116.6,warehouse consumables 2026-04,Gusto Payroll,,HAP-2026-04-1597,HAP-2026-04-1597,historical_ap,volume_opex
JE-HAP-2026-04-1598,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,6121,61.21,security monitoring hosts 2026-04,Acme Supplies LLC,,HAP-2026-04-1598,HAP-2026-04-1598,historical_ap,volume_opex
JE-HAP-2026-04-1599,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,10632,106.32,usage overage block 2026-04,Office Depot,,HAP-2026-04-1599,HAP-2026-04-1599,historical_ap,volume_opex
JE-HAP-2026-04-1600,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1620143,16201.43,premium support 2026-04,Figma,,HAP-2026-04-1600,HAP-2026-04-1600,historical_ap,volume_opex
JE-HAP-2026-04-1601,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,42504,425.04,warehouse consumables 2026-04,Cambridge Properties,,HAP-2026-04-1601,HAP-2026-04-1601,historical_ap,volume_opex
JE-HAP-2026-04-1602,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,2565,25.65,security monitoring hosts 2026-04,GitHub,,HAP-2026-04-1602,HAP-2026-04-1602,historical_ap,volume_opex
JE-HAP-2026-04-1603,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,6176,61.76,usage overage block 2026-04,Misc Supplies,,HAP-2026-04-1603,HAP-2026-04-1603,historical_ap,volume_opex
JE-HAP-2026-04-1604,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1080187,10801.87,premium support 2026-04,Okta,,HAP-2026-04-1604,HAP-2026-04-1604,historical_ap,volume_opex
JE-HAP-2026-04-1605,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,30998,309.98,warehouse consumables 2026-04,Cloudflare,,HAP-2026-04-1605,HAP-2026-04-1605,historical_ap,volume_opex
JE-HAP-2026-04-1606,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,12209,122.09,security monitoring hosts 2026-04,Staples Business Advantage,,HAP-2026-04-1606,HAP-2026-04-1606,historical_ap,volume_opex
JE-HAP-2026-04-1607,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1720,17.2,usage overage block 2026-04,Comcast Business,,HAP-2026-04-1607,HAP-2026-04-1607,historical_ap,volume_opex
JE-HAP-2026-04-1608,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,540231,5402.31,premium support 2026-04,HubSpot,,HAP-2026-04-1608,HAP-2026-04-1608,historical_ap,volume_opex
JE-HAP-2026-04-1609,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,6242,62.42,usage overage block 2026-04,Staples Business Advantage,,HAP-2026-04-1609,HAP-2026-04-1609,historical_ap,volume_opex
JE-HAP-2026-04-1610,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1080000,10800.0,premium support 2026-04,Comcast Business,,HAP-2026-04-1610,HAP-2026-04-1610,historical_ap,volume_opex
JE-HAP-2026-04-1611,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,30811,308.11,warehouse consumables 2026-04,HubSpot,,HAP-2026-04-1611,HAP-2026-04-1611,historical_ap,volume_opex
JE-HAP-2026-04-1612,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,12022,120.22,security monitoring hosts 2026-04,Palo Alto Networks,,HAP-2026-04-1612,HAP-2026-04-1612,historical_ap,volume_opex
JE-HAP-2026-04-1613,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1533,15.33,usage overage block 2026-04,Vanta,,HAP-2026-04-1613,HAP-2026-04-1613,historical_ap,volume_opex
JE-HAP-2026-04-1614,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,540044,5400.44,premium support 2026-04,Acme Supply Co.,,HAP-2026-04-1614,HAP-2026-04-1614,historical_ap,volume_opex
JE-HAP-2026-04-1615,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,19305,193.05,warehouse consumables 2026-04,Helios Hardware,,HAP-2026-04-1615,HAP-2026-04-1615,historical_ap,volume_opex
JE-HAP-2026-04-1616,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,8466,84.66,security monitoring hosts 2026-04,Google Cloud,,HAP-2026-04-1616,HAP-2026-04-1616,historical_ap,volume_opex
JE-HAP-2026-04-1617,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,13577,135.77,usage overage block 2026-04,Dell Technologies,,HAP-2026-04-1617,HAP-2026-04-1617,historical_ap,volume_opex
JE-HAP-2026-04-1618,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1980088,19800.88,premium support 2026-04,Shadow Vendor LLC,,HAP-2026-04-1618,HAP-2026-04-1618,historical_ap,volume_opex
JE-HAP-2026-04-1619,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,7799,77.99,warehouse consumables 2026-04,Twilio,,HAP-2026-04-1619,HAP-2026-04-1619,historical_ap,volume_opex
JE-HAP-2026-04-1620,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,4910,49.1,security monitoring hosts 2026-04,CrowdStrike,,HAP-2026-04-1620,HAP-2026-04-1620,historical_ap,volume_opex
JE-HAP-2026-04-1621,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,19371,193.71,warehouse consumables 2026-04,Shadow Vendor LLC,,HAP-2026-04-1621,HAP-2026-04-1621,historical_ap,volume_opex
JE-HAP-2026-04-1622,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,8532,85.32,security monitoring hosts 2026-04,Twilio,,HAP-2026-04-1622,HAP-2026-04-1622,historical_ap,volume_opex
JE-HAP-2026-04-1623,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,13643,136.43,usage overage block 2026-04,CrowdStrike,,HAP-2026-04-1623,HAP-2026-04-1623,historical_ap,volume_opex
JE-HAP-2026-04-1624,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1980154,19801.54,premium support 2026-04,Northline Fab Group,,HAP-2026-04-1624,HAP-2026-04-1624,historical_ap,volume_opex
JE-HAP-2026-04-1625,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,7865,78.65,warehouse consumables 2026-04,FedEx,,HAP-2026-04-1625,HAP-2026-04-1625,historical_ap,volume_opex
JE-HAP-2026-04-1626,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,4976,49.76,security monitoring hosts 2026-04,Pagaya Coffee Service,,HAP-2026-04-1626,HAP-2026-04-1626,historical_ap,volume_opex
JE-HAP-2026-04-1627,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,9187,91.87,usage overage block 2026-04,Stripe Processing,,HAP-2026-04-1627,HAP-2026-04-1627,historical_ap,volume_opex
JE-HAP-2026-04-1628,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1440198,14401.98,premium support 2026-04,Boston Edison Steam,,HAP-2026-04-1628,HAP-2026-04-1628,historical_ap,volume_opex
JE-HAP-2026-04-1629,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,38709,387.09,warehouse consumables 2026-04,Linear App,,HAP-2026-04-1629,HAP-2026-04-1629,historical_ap,volume_opex
JE-HAP-2026-04-1630,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1420,14.2,security monitoring hosts 2026-04,Amazon Web Services,,HAP-2026-04-1630,HAP-2026-04-1630,historical_ap,volume_opex
JE-HAP-2026-04-1631,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,4731,47.31,usage overage block 2026-04,Datadog,,HAP-2026-04-1631,HAP-2026-04-1631,historical_ap,volume_opex
JE-HAP-2026-04-1632,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,900242,9002.42,premium support 2026-04,Hartford Insurance,,HAP-2026-04-1632,HAP-2026-04-1632,historical_ap,volume_opex
JE-HAP-2026-04-1633,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,9000,90.0,usage overage block 2026-04,Amazon Web Services,,HAP-2026-04-1633,HAP-2026-04-1633,historical_ap,volume_opex
JE-HAP-2026-04-1634,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1440011,14400.11,premium support 2026-04,Datadog,,HAP-2026-04-1634,HAP-2026-04-1634,historical_ap,volume_opex
JE-HAP-2026-04-1635,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,38522,385.22,warehouse consumables 2026-04,Hartford Insurance,,HAP-2026-04-1635,HAP-2026-04-1635,historical_ap,volume_opex
JE-HAP-2026-04-1636,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1233,12.33,security monitoring hosts 2026-04,Harbor Electric,,HAP-2026-04-1636,HAP-2026-04-1636,historical_ap,volume_opex
JE-HAP-2026-04-1637,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,4544,45.44,usage overage block 2026-04,Freightline Logistics,,HAP-2026-04-1637,HAP-2026-04-1637,historical_ap,volume_opex
JE-HAP-2026-04-1638,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,900055,9000.55,premium support 2026-04,Notion Labs,,HAP-2026-04-1638,HAP-2026-04-1638,historical_ap,volume_opex
JE-HAP-2026-04-1639,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,27016,270.16,warehouse consumables 2026-04,Zoom Video,,HAP-2026-04-1639,HAP-2026-04-1639,historical_ap,volume_opex
JE-HAP-2026-04-1640,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,10877,108.77,security monitoring hosts 2026-04,Helios Hardware Supply,,HAP-2026-04-1640,HAP-2026-04-1640,historical_ap,volume_opex
JE-HAP-2026-04-1641,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,16588,165.88,usage overage block 2026-04,ADP,,HAP-2026-04-1641,HAP-2026-04-1641,historical_ap,volume_opex
JE-HAP-2026-04-1642,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,360099,3600.99,premium support 2026-04,CleanRoom Janitorial,,HAP-2026-04-1642,HAP-2026-04-1642,historical_ap,volume_opex
JE-HAP-2026-04-1643,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,15510,155.1,warehouse consumables 2026-04,Adyen NV,,HAP-2026-04-1643,HAP-2026-04-1643,historical_ap,volume_opex
JE-HAP-2026-04-1644,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,7321,73.21,security monitoring hosts 2026-04,Carta,,HAP-2026-04-1644,HAP-2026-04-1644,historical_ap,volume_opex
JE-HAP-2026-04-1645,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,27082,270.82,warehouse consumables 2026-04,CleanRoom Janitorial,,HAP-2026-04-1645,HAP-2026-04-1645,historical_ap,volume_opex
JE-HAP-2026-04-1646,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,10943,109.43,security monitoring hosts 2026-04,Adyen NV,,HAP-2026-04-1646,HAP-2026-04-1646,historical_ap,volume_opex
JE-HAP-2026-04-1647,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,16654,166.54,usage overage block 2026-04,Carta,,HAP-2026-04-1647,HAP-2026-04-1647,historical_ap,volume_opex
JE-HAP-2026-04-1648,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,360165,3601.65,premium support 2026-04,Acme Supplies,,HAP-2026-04-1648,HAP-2026-04-1648,historical_ap,volume_opex
JE-HAP-2026-04-1649,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,15576,155.76,warehouse consumables 2026-04,Northline Fabrication,,HAP-2026-04-1649,HAP-2026-04-1649,historical_ap,volume_opex
JE-HAP-2026-04-1650,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,7387,73.87,security monitoring hosts 2026-04,Slack Technologies,,HAP-2026-04-1650,HAP-2026-04-1650,historical_ap,volume_opex
JE-HAP-2026-04-1651,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,12198,121.98,usage overage block 2026-04,Orbit Analytics,,HAP-2026-04-1651,HAP-2026-04-1651,historical_ap,volume_opex
JE-HAP-2026-04-1652,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1800209,18002.09,premium support 2026-04,Lindholm & Ruiz LLP,,HAP-2026-04-1652,HAP-2026-04-1652,historical_ap,volume_opex
JE-HAP-2026-04-1653,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,4070,40.7,warehouse consumables 2026-04,Lenovo,,HAP-2026-04-1653,HAP-2026-04-1653,historical_ap,volume_opex
JE-HAP-2026-04-1654,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,3831,38.31,security monitoring hosts 2026-04,Snowflake,,HAP-2026-04-1654,HAP-2026-04-1654,historical_ap,volume_opex
JE-HAP-2026-04-1655,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,7742,77.42,usage overage block 2026-04,Atlassian,,HAP-2026-04-1655,HAP-2026-04-1655,historical_ap,volume_opex
JE-HAP-2026-04-1656,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1260000,12600.0,premium support 2026-04,Harbor Power & Light,,HAP-2026-04-1656,HAP-2026-04-1656,historical_ap,volume_opex
JE-HAP-2026-04-1657,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,12011,120.11,usage overage block 2026-04,Snowflake,,HAP-2026-04-1657,HAP-2026-04-1657,historical_ap,volume_opex
JE-HAP-2026-04-1658,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1800022,18000.22,premium support 2026-04,Atlassian,,HAP-2026-04-1658,HAP-2026-04-1658,historical_ap,volume_opex
JE-HAP-2026-04-1659,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,3883,38.83,warehouse consumables 2026-04,Harbor Power & Light,,HAP-2026-04-1659,HAP-2026-04-1659,historical_ap,volume_opex
JE-HAP-2026-04-1660,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,3644,36.44,security monitoring hosts 2026-04,WeWork Cambridge,,HAP-2026-04-1660,HAP-2026-04-1660,historical_ap,volume_opex
JE-HAP-2026-04-1661,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,7555,75.55,usage overage block 2026-04,Kendall Square Parking,,HAP-2026-04-1661,HAP-2026-04-1661,historical_ap,volume_opex
JE-HAP-2026-04-1662,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1260066,12600.66,premium support 2026-04,DocuSign,,HAP-2026-04-1662,HAP-2026-04-1662,historical_ap,volume_opex
JE-HAP-2026-04-1663,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,34727,347.27,warehouse consumables 2026-04,Gusto Payroll,,HAP-2026-04-1663,HAP-2026-04-1663,historical_ap,volume_opex
JE-HAP-2026-04-1664,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,13288,132.88,security monitoring hosts 2026-04,Acme Supplies LLC,,HAP-2026-04-1664,HAP-2026-04-1664,historical_ap,volume_opex
JE-HAP-2026-04-1665,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,3099,30.99,usage overage block 2026-04,Office Depot,,HAP-2026-04-1665,HAP-2026-04-1665,historical_ap,volume_opex
JE-HAP-2026-04-1666,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,720110,7201.1,premium support 2026-04,Figma,,HAP-2026-04-1666,HAP-2026-04-1666,historical_ap,volume_opex
JE-HAP-2026-04-1667,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,23221,232.21,warehouse consumables 2026-04,Cambridge Properties,,HAP-2026-04-1667,HAP-2026-04-1667,historical_ap,volume_opex
JE-HAP-2026-04-1668,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,9732,97.32,security monitoring hosts 2026-04,GitHub,,HAP-2026-04-1668,HAP-2026-04-1668,historical_ap,volume_opex
JE-HAP-2026-04-1669,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,34793,347.93,warehouse consumables 2026-04,Figma,,HAP-2026-04-1669,HAP-2026-04-1669,historical_ap,volume_opex
JE-HAP-2026-04-1670,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,13354,133.54,security monitoring hosts 2026-04,Cambridge Properties,,HAP-2026-04-1670,HAP-2026-04-1670,historical_ap,volume_opex
JE-HAP-2026-04-1671,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,3165,31.65,usage overage block 2026-04,GitHub,,HAP-2026-04-1671,HAP-2026-04-1671,historical_ap,volume_opex
JE-HAP-2026-04-1672,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,720176,7201.76,premium support 2026-04,Misc Supplies,,HAP-2026-04-1672,HAP-2026-04-1672,historical_ap,volume_opex
JE-HAP-2026-04-1673,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,23287,232.87,warehouse consumables 2026-04,Okta,,HAP-2026-04-1673,HAP-2026-04-1673,historical_ap,volume_opex
JE-HAP-2026-04-1674,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,9798,97.98,security monitoring hosts 2026-04,Cloudflare,,HAP-2026-04-1674,HAP-2026-04-1674,historical_ap,volume_opex
JE-HAP-2026-04-1675,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,15209,152.09,usage overage block 2026-04,Staples Business Advantage,,HAP-2026-04-1675,HAP-2026-04-1675,historical_ap,volume_opex
JE-HAP-2026-04-1676,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,180220,1802.2,premium support 2026-04,Comcast Business,,HAP-2026-04-1676,HAP-2026-04-1676,historical_ap,volume_opex
JE-HAP-2026-04-1677,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,11781,117.81,warehouse consumables 2026-04,HubSpot,,HAP-2026-04-1677,HAP-2026-04-1677,historical_ap,volume_opex
JE-HAP-2026-04-1678,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,6242,62.42,security monitoring hosts 2026-04,Palo Alto Networks,,HAP-2026-04-1678,HAP-2026-04-1678,historical_ap,volume_opex
JE-HAP-2026-04-1679,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,10500,105.0,usage overage block 2026-04,Vanta,,HAP-2026-04-1679,HAP-2026-04-1679,historical_ap,volume_opex
JE-HAP-2026-04-1680,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1620011,16200.11,premium support 2026-04,Acme Supply Co.,,HAP-2026-04-1680,HAP-2026-04-1680,historical_ap,volume_opex
JE-HAP-2026-05-1681,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,15022,150.22,usage overage block 2026-05,Palo Alto Networks,,HAP-2026-05-1681,HAP-2026-05-1681,historical_ap,volume_opex
JE-HAP-2026-05-1682,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,180033,1800.33,premium support 2026-05,Vanta,,HAP-2026-05-1682,HAP-2026-05-1682,historical_ap,volume_opex
JE-HAP-2026-05-1683,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,11594,115.94,warehouse consumables 2026-05,Acme Supply Co.,,HAP-2026-05-1683,HAP-2026-05-1683,historical_ap,volume_opex
JE-HAP-2026-05-1684,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,6055,60.55,security monitoring hosts 2026-05,Helios Hardware,,HAP-2026-05-1684,HAP-2026-05-1684,historical_ap,volume_opex
JE-HAP-2026-05-1685,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,10566,105.66,usage overage block 2026-05,Google Cloud,,HAP-2026-05-1685,HAP-2026-05-1685,historical_ap,volume_opex
JE-HAP-2026-05-1686,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,1620077,16200.77,premium support 2026-05,Dell Technologies,,HAP-2026-05-1686,HAP-2026-05-1686,historical_ap,volume_opex
JE-HAP-2026-05-1687,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,42438,424.38,warehouse consumables 2026-05,Shadow Vendor LLC,,HAP-2026-05-1687,HAP-2026-05-1687,historical_ap,volume_opex
JE-HAP-2026-05-1688,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,2499,24.99,security monitoring hosts 2026-05,Twilio,,HAP-2026-05-1688,HAP-2026-05-1688,historical_ap,volume_opex
