psp_reference,merchant,customer_id,customer_name,card_scheme,year,hour_of_day,minute_of_hour,day_of_year,is_credit,usd_amount,amount_minor,currency,ip_country,issuing_country,device_type,shopper_interaction,has_fraudulent_dispute,is_refused_by_adyen,processor,settled_date
MX-100001591,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,7,33,100,False,21.83,2183,USD,US,US,Android,Ecommerce,False,False,stripe,2026-04-10
MX-100001592,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,8,36,101,False,28.96,2896,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-04-11
MX-100001593,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,9,39,102,False,36.09,3609,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-04-12
MX-100001594,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,10,42,103,False,43.22,4322,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-04-13
MX-100001595,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,11,45,104,False,50.35,5035,USD,US,US,Android,Ecommerce,False,False,adyen,2026-04-14
MX-100001596,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,12,48,105,False,57.48,5748,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-04-15
MX-100001597,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,13,51,106,False,64.61,6461,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-04-16
MX-100001598,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,14,54,107,True,71.74,7174,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-04-17
MX-100001599,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,15,57,108,False,78.87,7887,USD,US,US,Android,Ecommerce,False,False,stripe,2026-04-18
MX-100001600,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,16,0,109,False,86.0,8600,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-04-19
MX-100001601,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,17,3,110,False,93.13,9313,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-04-20
MX-100001602,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,18,6,111,False,100.26,10026,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-04-21
MX-100001603,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,19,9,112,False,107.39,10739,USD,US,US,Android,Ecommerce,False,False,stripe,2026-04-22
MX-100001604,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,20,12,113,False,114.52,11452,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-04-23
MX-100001605,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,21,15,114,False,121.65,12165,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-04-24
MX-100001606,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,22,18,115,False,128.78,12878,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-04-25
MX-100001607,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,23,21,116,False,135.91,13591,USD,US,US,Android,Ecommerce,False,False,stripe,2026-04-26
MX-100001608,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,0,24,117,False,143.04,14304,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-04-27
MX-100001609,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,1,27,118,False,150.17,15017,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-04-28
MX-100001610,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,2,30,119,False,157.3,15730,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-04-29
MX-100001611,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,3,33,120,False,164.43,16443,USD,US,US,Android,Ecommerce,False,False,stripe,2026-04-30
MX-100001612,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,4,36,121,False,171.56,17156,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-05-01
MX-100001613,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,5,39,122,False,178.69,17869,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-05-02
MX-100001614,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,6,42,123,False,185.82,18582,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-05-03
MX-100001615,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,7,45,124,True,192.95,19295,USD,US,US,Android,Ecommerce,False,False,adyen,2026-05-04
MX-100001616,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,8,48,125,False,200.08,20008,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-05-05
MX-100001617,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,9,51,126,False,207.21,20721,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-05-06
MX-100001618,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,10,54,127,False,214.34,21434,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-05-07
MX-100001619,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,11,57,128,False,221.47,22147,USD,US,US,Android,Ecommerce,False,False,stripe,2026-05-08
MX-100001620,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,12,0,129,False,228.6,22860,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-05-09
MX-100001621,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,13,3,130,False,235.73,23573,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-05-10
MX-100001622,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,14,6,131,False,242.86,24286,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-05-11
MX-100001623,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,15,9,132,False,249.99,24999,USD,US,US,Android,Ecommerce,False,False,stripe,2026-05-12
MX-100001624,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,16,12,133,False,257.12,25712,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-05-13
MX-100001625,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,17,15,134,False,264.25,26425,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-05-14
MX-100001626,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,18,18,135,False,271.38,27138,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-05-15
MX-100001627,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,19,21,136,False,278.51,27851,USD,US,US,Android,Ecommerce,False,False,stripe,2026-05-16
MX-100001628,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,20,24,137,False,285.64,28564,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-05-17
MX-100001629,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,21,27,138,False,292.77,29277,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-05-18
MX-100001630,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,22,30,139,False,299.9,29990,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-05-19
MX-100001631,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,23,33,140,False,307.03,30703,USD,US,US,Android,Ecommerce,False,False,stripe,2026-05-20
MX-100001632,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,0,36,141,True,314.16,31416,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-05-21
MX-100001633,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,1,39,142,False,321.29,32129,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-05-22
MX-100001634,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,2,42,143,False,328.42,32842,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-05-23
MX-100001635,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,3,45,144,False,335.55,33555,USD,US,US,Android,Ecommerce,False,False,adyen,2026-05-24
MX-100001636,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,4,48,145,False,342.68,34268,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-05-25
MX-100001637,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,5,51,146,False,349.81,34981,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-05-26
MX-100001638,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,6,54,147,False,356.94,35694,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-05-27
MX-100001639,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,7,57,148,False,364.07,36407,USD,US,US,Android,Ecommerce,False,False,stripe,2026-05-28
MX-100001640,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,8,0,149,False,371.2,37120,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-05-29
MX-100001641,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,9,3,150,False,378.33,37833,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-05-30
MX-100001642,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,10,6,151,False,385.46,38546,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-05-31
MX-100001643,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,11,9,152,False,392.59,39259,USD,US,US,Android,Ecommerce,False,False,stripe,2026-06-01
MX-100001644,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,12,12,153,False,399.72,39972,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-06-02
MX-100001645,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,13,15,154,False,406.85,40685,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-06-03
MX-100001646,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,14,18,155,False,413.98,41398,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-06-04
MX-100001647,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,15,21,156,False,421.11,42111,USD,US,US,Android,Ecommerce,False,False,stripe,2026-06-05
MX-100001648,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,16,24,157,False,428.24,42824,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-06-06
MX-100001649,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,17,27,158,True,435.37,43537,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-06-07
MX-100001650,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,18,30,159,False,22.5,2250,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-06-08
MX-100001651,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,19,33,160,False,29.63,2963,USD,US,US,Android,Ecommerce,False,False,stripe,2026-06-09
MX-100001652,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,20,36,161,False,36.76,3676,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-06-10
MX-100001653,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,21,39,162,False,43.89,4389,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-06-11
MX-100001654,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,22,42,163,False,51.02,5102,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-06-12
MX-100001655,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,23,45,164,False,58.15,5815,USD,US,US,Android,Ecommerce,False,False,adyen,2026-06-13
MX-100001656,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,0,48,165,False,65.28,6528,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-06-14
MX-100001657,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,1,51,166,False,72.41,7241,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-06-15
MX-100001658,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,2,54,167,False,79.54,7954,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-06-16
MX-100001659,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,3,57,168,False,86.67,8667,USD,US,US,Android,Ecommerce,False,False,stripe,2026-06-17
MX-100001660,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,4,0,169,False,93.8,9380,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-06-18
MX-100001661,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,5,3,170,False,100.93,10093,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-06-19
MX-100001662,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,6,6,171,False,108.06,10806,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-06-20
MX-100001663,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,7,9,172,False,115.19,11519,USD,US,US,Android,Ecommerce,False,False,stripe,2026-06-21
MX-100001664,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,8,12,173,False,122.32,12232,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-06-22
MX-100001665,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,9,15,174,False,129.45,12945,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-06-23
MX-100001666,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,10,18,175,True,136.58,13658,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-06-24
MX-100001667,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,11,21,176,False,143.71,14371,USD,US,US,Android,Ecommerce,False,False,stripe,2026-06-25
MX-100001668,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,12,24,177,False,150.84,15084,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-06-26
MX-100001669,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,13,27,178,False,157.97,15797,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-06-27
MX-100001670,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,14,30,179,False,165.1,16510,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-06-28
MX-100001671,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,15,33,180,False,172.23,17223,USD,US,US,Android,Ecommerce,False,False,stripe,2026-06-29
MX-100001672,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,16,36,181,False,179.36,17936,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-06-30
MX-100001673,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,17,39,182,False,186.49,18649,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-07-01
MX-100001674,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,18,42,183,False,193.62,19362,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-07-02
MX-100001675,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,19,45,184,False,200.75,20075,USD,US,US,Android,Ecommerce,False,False,adyen,2026-07-03
MX-100001676,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,20,48,185,False,207.88,20788,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-07-04
MX-100001677,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,21,51,186,False,215.01,21501,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-07-05
MX-100001678,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,22,54,187,False,222.14,22214,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-07-06
MX-100001679,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,23,57,188,False,229.27,22927,USD,US,US,Android,Ecommerce,False,False,stripe,2026-07-07
MX-100001680,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,0,0,189,False,236.4,23640,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-07-08
MX-100001681,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,1,3,190,False,243.53,24353,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-07-09
MX-100001682,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,2,6,191,False,250.66,25066,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-07-10
MX-100001683,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,3,9,192,True,257.79,25779,USD,US,US,Android,Ecommerce,False,False,stripe,2026-07-11
MX-100001684,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,4,12,193,False,264.92,26492,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-07-12
MX-100001685,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,5,15,194,False,272.05,27205,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-07-13
MX-100001686,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,6,18,195,False,279.18,27918,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-07-14
MX-100001687,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,7,21,196,False,286.31,28631,USD,US,US,Android,Ecommerce,False,False,stripe,2026-07-15
MX-100001688,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,8,24,197,False,293.44,29344,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-07-16
MX-100001689,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,9,27,198,False,300.57,30057,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-07-17
MX-100001690,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,10,30,199,False,307.7,30770,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-07-18
MX-100001691,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,11,33,200,False,314.83,31483,USD,US,US,Android,Ecommerce,False,False,stripe,2026-07-19
MX-100001692,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,12,36,201,False,321.96,32196,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-07-20
MX-100001693,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,13,39,202,False,329.09,32909,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-07-21
MX-100001694,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,14,42,203,False,336.22,33622,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-07-22
MX-100001695,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,15,45,204,False,343.35,34335,USD,US,US,Android,Ecommerce,False,False,adyen,2026-07-23
MX-100001696,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,16,48,205,False,350.48,35048,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-07-24
MX-100001697,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,17,51,206,False,357.61,35761,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-07-25
MX-100001698,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,18,54,207,False,364.74,36474,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-07-26
MX-100001699,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,19,57,208,False,371.87,37187,USD,US,US,Android,Ecommerce,False,False,stripe,2026-07-27
MX-100001700,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,20,0,209,True,379.0,37900,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-07-28
MX-100001701,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,21,3,210,False,386.13,38613,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-07-29
MX-100001702,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,22,6,211,False,393.26,39326,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-07-30
MX-100001703,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,23,9,212,False,400.39,40039,USD,US,US,Android,Ecommerce,False,False,stripe,2026-07-31
MX-100001704,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,0,12,213,False,407.52,40752,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-08-01
MX-100001705,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,1,15,214,False,414.65,41465,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-08-02
MX-100001706,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,2,18,215,False,421.78,42178,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-08-03
MX-100001707,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,3,21,216,False,428.91,42891,USD,US,US,Android,Ecommerce,False,False,stripe,2026-08-04
MX-100001708,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,4,24,217,False,436.04,43604,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-08-05
MX-100001709,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,5,27,218,False,23.17,2317,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-08-06
MX-100001710,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,6,30,219,False,30.3,3030,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-08-07
MX-100001711,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,7,33,220,False,37.43,3743,USD,US,US,Android,Ecommerce,False,False,stripe,2026-08-08
MX-100001712,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,8,36,221,False,44.56,4456,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-08-09
MX-100001713,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,9,39,222,False,51.69,5169,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-08-10
MX-100001714,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,10,42,223,False,58.82,5882,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-08-11
MX-100001715,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,11,45,224,False,65.95,6595,USD,US,US,Android,Ecommerce,False,False,adyen,2026-08-12
MX-100001716,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,12,48,225,False,73.08,7308,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-08-13
MX-100001717,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,13,51,226,True,80.21,8021,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-08-14
MX-100001718,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,14,54,227,False,87.34,8734,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-08-15
MX-100001719,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,15,57,228,False,94.47,9447,USD,US,US,Android,Ecommerce,False,False,stripe,2026-08-16
MX-100001720,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,16,0,229,False,101.6,10160,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-08-17
MX-100001721,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,17,3,230,False,108.73,10873,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-08-18
MX-100001722,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,18,6,231,False,115.86,11586,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-08-19
MX-100001723,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,19,9,232,False,122.99,12299,USD,US,US,Android,Ecommerce,False,False,stripe,2026-08-20
MX-100001724,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,20,12,233,False,130.12,13012,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-08-21
MX-100001725,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,21,15,234,False,137.25,13725,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-08-22
MX-100001726,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,22,18,235,False,144.38,14438,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-08-23
MX-100001727,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,23,21,236,False,151.51,15151,USD,US,US,Android,Ecommerce,False,False,stripe,2026-08-24
MX-100001728,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,0,24,237,False,158.64,15864,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-08-25
MX-100001729,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,1,27,238,False,165.77,16577,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-08-26
MX-100001730,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,2,30,239,False,172.9,17290,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-08-27
MX-100001731,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,3,33,240,False,180.03,18003,USD,US,US,Android,Ecommerce,False,False,stripe,2026-08-28
MX-100001732,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,4,36,241,False,187.16,18716,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-08-29
MX-100001733,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,5,39,242,False,194.29,19429,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-08-30
MX-100001734,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,6,42,243,True,201.42,20142,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-08-31
MX-100001735,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,7,45,244,False,208.55,20855,USD,US,US,Android,Ecommerce,False,False,adyen,2026-09-01
MX-100001736,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,8,48,245,False,215.68,21568,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-09-02
MX-100001737,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,9,51,246,False,222.81,22281,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-09-03
MX-100001738,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,10,54,247,False,229.94,22994,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-09-04
MX-100001739,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,11,57,248,False,237.07,23707,USD,US,US,Android,Ecommerce,False,False,stripe,2026-09-05
MX-100001740,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,12,0,249,False,244.2,24420,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-09-06
MX-100001741,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,13,3,250,False,251.33,25133,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-09-07
MX-100001742,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,14,6,251,False,258.46,25846,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-09-08
MX-100001743,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,15,9,252,False,265.59,26559,USD,US,US,Android,Ecommerce,False,False,stripe,2026-09-09
MX-100001744,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,16,12,253,False,272.72,27272,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-09-10
MX-100001745,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,17,15,254,False,279.85,27985,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-09-11
MX-100001746,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,18,18,255,False,286.98,28698,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-09-12
